Número,Título,Temas Relacionados,Textos Relacionados,Link do Vídeo,Texto Base,Categoria,Subcategoria,Autor da Letra,Autor da Música
331,Nome Precioso,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=ol-pFzHphIQ,Isaías 9:6,A Doutrina da Vida Cristã,Conduta Cristã,Lydia Baxter,William H. Doane
332,Tudo És Pra Mim,Adoração e Louvor | Sacrifício e Redenção,Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=1dA0FMuuftU,João 6:68,A Doutrina da Vida Cristã,Conduta Cristã,Dennis L. Jernigan,Dennis L. Jernigan
333,Oh! Que Amigo em Cristo Temos,"Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=MeeNmIEjLVs,João 15:15,A Doutrina da Vida Cristã,Conduta Cristã,Joseph M. Scriven,Charles C. Converse
334,"Oh, Eu Amo A Cristo!","Adoração e Louvor | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=JCYBqVqtKGQ,Filipenses 2:9-11,A Doutrina da Vida Cristã,Conduta Cristã,Frederick Whitfield,Melodia Tradicional Americana
335,Precioso é Jesus Para Mim,Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=WOpYIxGYvK0,Filipenses 3:8,A Doutrina da Vida Cristã,Conduta Cristã,Charles H. Gabriel,Charles H. Gabriel
336,Salmo Dos Salmos,"Graça e Salvação | Palavra de Deus e Lei | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=2QuelXhYD8w,Salmo 23,A Doutrina da Vida Cristã,Conduta Cristã,Ariney Balthazar de Oliveira,Ariney Balthazar de Oliveira
337,Amor nos Faz Contentes,Graça e Salvação | Palavra de Deus e Lei,Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=6qSurkv7NNM,"João 13:34, 35",A Doutrina da Vida Cristã,Conduta Cristã,Franklin E. Belden,Franklin E. Belden
338,Deus Não se Cansa de Amar,"Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=SuB1C8QF8RM,Jeremias 31:3,A Doutrina da Vida Cristã,Conduta Cristã,Valdecir Simões Lima,Lineu Formighieri Soares
339,Eu Sou Um Pobre Peregrino,Lar e Família | Sacrifício e Redenção | Segunda Vinda e Esperança | Sábado e Criação,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=9VR9YnK2D04,Apocalipse 21:4,A Doutrina da Vida Cristã,Conduta Cristã,Desconhecido,Negro Spiritual
340,Sou Forasteiro Aqui,Graça e Salvação | Lar e Família | Missão e Serviço,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15,https://www.youtube.com/watch?v=s0qMxW-q6BY,Hebreus 11:13-16,A Doutrina da Vida Cristã,Conduta Cristã,Elijah T. Cassel,Flora H. Cassel
341,Mágoas,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=aG7uBv3mnsg,1 Pedro 5:7,A Doutrina da Vida Cristã,Conduta Cristã,Alfred H. Ackley,Alfred H. Ackley
342,Eu Não Te Deixarei,"Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=6nJvSdQk0es,Gênesis 32:26,A Doutrina da Vida Cristã,Conduta Cristã,Jader D. Santos,Jader D. Santos
343,Meu Refúgio Está no Monte,"Adoração e Louvor | Crianças e Jovens | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=D60qJG7tseU,Mateus 14:23,A Doutrina da Vida Cristã,Conduta Cristã,Eliza E. Hewitt,Bentley D. Ackley
344,Confiarei,Graça e Salvação | Oração e Comunhão | Palavra de Deus e Lei,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=y_tr7ucTMHY,Isaías 12:2,A Doutrina da Vida Cristã,Conduta Cristã,Sullivan Dutra,Sullivan Dutra
345,Novo Dia Chegará,Graça e Salvação | Oração e Comunhão | Sacrifício e Redenção | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22,https://www.youtube.com/watch?v=Xm1zBfeI-RY,Salmo 30:5,A Doutrina da Vida Cristã,Conduta Cristã,Wanderson F. Paiva,Wanderson F. Paiva
346,Como Agradecer,Adoração e Louvor | Graça e Salvação | Sacrifício e Redenção,Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=K0dtLwEBX3Q,"Salmo 116:12, 13",A Doutrina da Vida Cristã,Conduta Cristã,Andraé Crouch,Andraé Crouch
347,Obrigado,"Crianças e Jovens | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança | Sábado e Criação",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=yRp9mr9TgcA,Salmo 103:2,A Doutrina da Vida Cristã,Conduta Cristã,Samuel Silva,Samuel Silva
348,Graças,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=On65YomkD4g,Efésios 5:20,A Doutrina da Vida Cristã,Conduta Cristã,August L. Storm,Jhohannes A. Hultman
349,Gratidão,Adoração e Louvor | Graça e Salvação | Lar e Família,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=cnHNKIuzMVk,1Coríntios 15:57,A Doutrina da Vida Cristã,Conduta Cristã,Flavio Almeida Santos,Flavio Almeida Santos
350,"Senhor Jesus, Muito Obrigado","Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Missão e Serviço | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=rYV_vBMei_A,Salmo 116:12,A Doutrina da Vida Cristã,Conduta Cristã,Valdecir Simões Lima,Flavio Almeida Santos
351,"Jesus, Muito Obrigado","Graça e Salvação | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Qo1T9ZuepmY,Hebreus 13:15,A Doutrina da Vida Cristã,Conduta Cristã,Wanderson F. Paiva,Wanderson F. Paiva
352,"Luz Bendita, Luz Gloriosa","Adoração e Louvor | Graça e Salvação | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=EeFroE51w8Y,João 8:12,A Doutrina da Vida Cristã,Conduta Cristã,Eliza E. Hewitt,John R. Sweney
353,É Prazer Servir a Cristo,Adoração e Louvor | Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=QTuACjQAEqQ,Mateus 13:44,A Doutrina da Vida Cristã,Conduta Cristã,Oswald J. Smith,Bentley D. Ackley
354,Paz,"Adoração e Louvor | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=pb4tGtxy9yE,João 16:33,A Doutrina da Vida Cristã,Conduta Cristã,Warren D. Cornell,William G. Cooper
355,Sempre Alegre,"Adoração e Louvor | Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=rL9g1Vr1jWs,Filipenses 4:4,A Doutrina da Vida Cristã,Conduta Cristã,Fanny J. Crosby,Robert Lowry
356,Tenho um Hino em Meu Coração,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=veBLWvLwvQ8,Salmo 40:1-3,A Doutrina da Vida Cristã,Conduta Cristã,Luther B. Bridgers,Luther B. Bridgers
357,Bendita Hora de Oração,"Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Z6as5nyLYa8,Mateus 6:6,A Doutrina da Vida Cristã,Conduta Cristã,William W. Walford,William B. Bradbury
358,"Só, Com Teu Deus","Crianças e Jovens | Graça e Salvação | Igreja e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 19:14; Provérbios 22:6 | Salmos 133:1; Hebreus 10:25 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=PJlt94VhU_M,Gênesis 32:24-28,A Doutrina da Vida Cristã,Conduta Cristã,Freda H. Allen,Desconhecido
359,Lugar De Paz,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=-p9a4BxDUdE,Marcos 6:31,A Doutrina da Vida Cristã,Conduta Cristã,Ralph R. Carmichael,Ralph R. Carmichael
360,"Deus Ouve, Deus Responde","Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=lUaHAM1HZdQ,Salmo 46:7,A Doutrina da Vida Cristã,Conduta Cristã,Valdecir Simões Lima,Silmar Correia
361,Deus Nos Ouvirá,Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Lar e Família | Oração e Comunhão | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=DCRsK6diXAE,Tiago 5:16,A Doutrina da Vida Cristã,Conduta Cristã,Gérson Felipe Salcedo,Gérson Felipe Salcedo
362,O Melhor Lugar do Mundo,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=7M1qS8d9a8E,"Lucas 7:37, 38",A Doutrina da Vida Cristã,Conduta Cristã,Valdecir Simões Lima,Lineu Formighieri Soares
363,O Jardim de Oração,"Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Sábado e Criação",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=xp-d4CRRylI,Mateus 26:36,A Doutrina da Vida Cristã,Conduta Cristã,Eleanor A. Schroll,James H. Fillmore
364,Que Tempo Já faz?,"Graça e Salvação | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=D7NLGP2-GLc,Mateus 26:40,A Doutrina da Vida Cristã,Conduta Cristã,Thomas M. Lister,Thomas M. Lister
365,Santa Hora de Oração,"Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=p9DHQ5v2LgE,Mateus 14:23,A Doutrina da Vida Cristã,Conduta Cristã,Fanny J. Crosby,William H. Doane
366,No Jardim,Sacrifício e Redenção,Isaías 53:4-5; Romanos 5:8; Hebreus 9:22,https://www.youtube.com/watch?v=SnSVCN7Vuzk,"João 20:1, 11-18",A Doutrina da Vida Cristã,Conduta Cristã,Charles A. Miles,Charles A. Miles
367,Falar com Deus,"Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=FkaoRqCR1Qc,"Filipenses 4:6, 7",A Doutrina da Vida Cristã,Conduta Cristã,Valdecir Simões Lima,Lineu Formighieri Soares
368,Ao Teu Lado Quero Andar,Graça e Salvação | Lar e Família,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=fk-hDs89Z8I,Salmo 40:17,A Doutrina da Vida Cristã,Conduta Cristã,Desconhecido,Negro Spiritual
369,Seguindo a Jesus,"Lar e Família | Paz, Cuidado e Confiança",Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=9eU0EyNyVNk,Mateus 9:9,A Doutrina da Vida Cristã,Conduta Cristã,Desconhecido,Melodia Tradicional Indiana
370,Bem Junto a Cristo,"Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=WW-CwdrG7Zo,João 15:9,A Doutrina da Vida Cristã,Conduta Cristã,Lelia N. Morris,Lelia N. Morris
371,Cada Vez Mais Puro,Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=9eUp7OZe4NA,Salmo 51:10,A Doutrina da Vida Cristã,Conduta Cristã,Johann W. von Goethe,Desconhecido
372,"Abre, Senhor, Os Olhos Meus","Adoração e Louvor | Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=20rnfeAocEo,Mateus 20:29-34,A Doutrina da Vida Cristã,Conduta Cristã,Clara H. Scott,Clara H. Scott
373,Deixa-me Contigo Andar,Graça e Salvação | Lar e Família | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=2Os83OCiqo4,Gênesis 5:24,A Doutrina da Vida Cristã,Conduta Cristã,José Geraldo de Lima,José Geraldo de Lima
374,"Contigo, Ó Deus, Almejo Andar",Graça e Salvação | Lar e Família,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=dtSsQXZeSqQ,Gênesis 5:24,A Doutrina da Vida Cristã,Conduta Cristã,Lillian D. Avery-Stuttle,Edwin Barnes
375,Canção Da Vida,"Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=EyOkqnp-boI,Salmo 89:1,A Doutrina da Vida Cristã,Conduta Cristã,"Edson Romero Marques, Urias Pires Chagas, Lineu Formighieri Soares",Lineu Formighieri Soares
376,"Cristo, Dá-nos Tua Paz","Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; Salmos 46:1,https://www.youtube.com/watch?v=iHocK6sFQG4,João 14:27,A Doutrina da Vida Cristã,Conduta Cristã,John R. Wimber,John R. Wimber
377,Mais de Cristo,"Adoração e Louvor | Graça e Salvação | Lar e Família | Palavra de Deus e Lei | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=-pYZX4k5weo,João 15:7-9,A Doutrina da Vida Cristã,Conduta Cristã,Eliza E. Hewitt,John R. Sweney
378,Mais Perto Quero Estar,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Sábado e Criação",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=8S4HBQ8vSKY,Salmo 145:18,A Doutrina da Vida Cristã,Conduta Cristã,Sarah F. Adams,Lowell Mason
379,Fala à Minh'Alma,Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Sacrifício e Redenção,Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=_g7rOev2ybA,"1 Samuel 3:9, 10",A Doutrina da Vida Cristã,Conduta Cristã,Leander L. Pickett,Leander L. Pickett
380,"Sonda-me, ó Deus",Adoração e Louvor | Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=hfvTjhIT-DQ,"Salmo 139:23, 24",A Doutrina da Vida Cristã,Conduta Cristã,James E. Orr,Melodia Tradicional Maori
381,Teu Divinal Amor,Graça e Salvação | Lar e Família | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=yEIIRYcw480,João 3:17,A Doutrina da Vida Cristã,Conduta Cristã,Sylvanus D. Phelps,Robert Lowry
